traceroute to www.ungs.edu.ar (104.27.160.200), 64 hops max
  1   192.168.0.1 (192.168.0.1)  0,004ms  0,005ms  0,004ms 
  2   *  *  * 
  3   *  *  * 
  4   *  *  * 
  7   185.70.203.32 (ae6.baires5.bai.seabone.net)  10,017ms  9,776ms  10,037ms 
  8   195.22.219.75 (et4-1-0.sanpaolo8.spa.seabone.net)  48,208ms  45,500ms  39,157ms 
  9   149.3.181.65 (ntt-verio.sanpaolo8.spa.seabone.net)  159,090ms  157,112ms  160,177ms 
 10   *  *  129.250.2.227 (ae-4.r24.nycmny01.us.bb.gin.ntt.net)  159,354ms 
 11   *  *  * 
 12   129.250.6.30 (ae-0.r23.sttlwa01.us.bb.gin.ntt.net)  191,264ms  196,351ms  * 
 13   129.250.3.61 (ae-16.r24.osakjp02.jp.bb.gin.ntt.net)  305,766ms  294,067ms  297,886ms 
 14   129.250.7.31 (ae-1.r03.osakjp02.jp.bb.gin.ntt.net)  297,811ms  298,587ms  297,288ms 
 15   129.250.3.232 (ae-1.a01.osakjp02.jp.bb.gin.ntt.net)  302,469ms  302,421ms  302,524ms 
 16   61.200.80.218 (xe-0-0-22-3.a01.osakjp02.jp.ce.gin.ntt.net)  295,097ms  290,612ms  293,932ms 
 17   *  *  * 
 18   *  *  * 
 19   *  *  * 
 20   *  *  * 
 21   *  *  * 
 22   *  *  * 
 23   *  *  * 
 24   *  *  * 
 25   *  *  * 
 26   *  *  * 
 27   *  *  * 
 28   *  *  * 
 29   *  *  * 
 30   *  *  * 
 31   *  *  * 
 32   *  *  * 
 33   *  *  * 
 34   *  *  * 
 35   *  *  * 
 36   *  *  * 
 37   *  *  * 
 38   *  *  * 
 39   *  *  * 
 40   *  *  * 
 41   *  *  * 
 42   *  *  * 
 43   *  *  * 
 44   *  *  * 
 45   *  *  * 
 46   *  *  * 
 47   *  *  * 
 48   *  *  * 
 49   *  *  * 
 50   *  *  * 
 51   *  *  * 
 52   *  *  * 
 53   *  *  * 
 54   *  *  * 
 55   *  *  * 
 56   *  *  * 
 57   *  *  * 
 58   *  *  * 
 59   *  *  * 
 60   *  *  * 
 61   *  *  * 
 62   *  *  * 
 63   *  *  * 
 64   *  *  * 
